"id","title","vote_average","vote_count","status","release_date","revenue","runtime","budget","imdb_id","original_language","original_title","overview","popularity","tagline","genres","production_companies","production_countries","spoken_languages","cast","director","director_of_photography","writers","producers","music_composer","imdb_rating","imdb_votes","poster_path"
"88","Dirty Dancing","7.3","6078.0","Released","1987-08-21","214577242.0","100.0","6000000.0","tt0092890","en","Dirty Dancing","Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.","32.152","First dance. First love. The time of your life.","Drama, Music, Romance","Great American Films Limited Partnership, Vestron Pictures","United States of America","English","Jennifer Grey, Dwyght Bryan, M.R. Fletcher, Jane Brucker, Jonathan Reed, Max Cantor, Clifford Watkins, Heather Lea Gerdes, Jennifer Stahl, Lonny Price, 'Cousin Brucie' Morrow, Emile Ardolino, Maxine McClanahan, Thomas Cannold, Wayne Knight, Cynthia Rhodes, Andrew Charles Koch, Miranda Garrison, Charles 'Honi' Coles, Darren W. Conrad, Lori Janney, Dwayne Malphus, Dorian Sanchez, Patrick Swayze, Tom Drake, Jesus Fuentes, Jerry Orbach, Karen Kaster, Antone Pagán, Cole Russing, Stamati Arakas, John Gotz, Kelly Bishop, Alvin Myerovich, Garry Goodrow, Karen Getz, D.A. Pauley, Jack Weston, Paula Trueman, Jonathan Barnes, Neal Jones","Emile Ardolino","Jeffrey Jur","Eleanor Bergstein","Mitchell Cannold, Steven Reuther, Linda Gottlieb","John Morris","7.1","263650.0","/9Jw6jys7q9gjzVX5zm1z0gC8gY9.jpg"
"89","Indiana Jones and the Last Crusade","7.9","10063.0","Released","1989-05-24","474171806.0","127.0","48000000.0","tt0097576","en","Indiana Jones and the Last Crusade","In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!","42.333","The man with the hat is back. And this time, he's bringing his Dad.","Adventure, Action","Paramount Pictures, Lucasfilm Ltd.","United States of America","العربية, English, Deutsch, ελληνικά","Wayne Michaels, Nicola Scott, Peter Diamond, Suzanne Roquette, Colin Hunt, Chris Webb, Vic Armstrong, Albert Evansky, Paul Heasman, Jeff O'Haco, Tom Branch, Alex Hyde-White, Kevork Malikyan, Pat Roach, Marc Miles, Stefan Kalipha, Isla Blair, Julian Glover, Alison Doody, Alexei Sayle, Ted Grossman, Harrison Ford, Robert Eddison, Tim Hiser, Martin Gordon, Paul Humpoletz, Will Miles, George Malpas, Michael Byrne, Julie Eccles, Nick Gillard, Denholm Elliott, David Murray, Nina Armstrong, Barrie Holland, Ronald Lacey, Lee Sheward, River Phoenix, Orla Pederson, Graeme Crowther, Martin Grace, J.J. Hardy, Eugene Lipinski, Richard Young, Jack Carter, Vernon Dobtcheff, Lee Richards, Vince Deadrick Sr., Derek Lyons, Tip Tipping, Frederick Jaeger, Sheb Wooley, Graham Cole, Bradley Gregg, John Rhys-Davies, Norman Gay, Michael Sheard, Roy Beck, Jerry Harte, Dickey Beer, Bert Crome, Peter Pacey, Billy J. Mitchell, Larry Sanders, Luke Hanson, Louis Sheldon, Paul Markham, Sean Connery, Chris Jenkinson, Paul Maxwell, Hugh Elton","Steven Spielberg","Douglas Slocombe","George Lucas, Jeffrey Boam, Menno Meyjes, Philip Kaufman, Tom Stoppard","Robert Watts, Arthur F. Repola, George Lucas, Frank Marshall","John Williams","8.2","824710.0","/sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg"
"90","Beverly Hills Cop","7.2","4111.0","Released","1984-12-05","316360478.0","105.0","14000000.0","tt0086960","en","Beverly Hills Cop","Fast-talking, quick-thinking Detroit street cop Axel Foley has bent more than a few rules and regs in his time, but when his best friend is murdered, he heads to sunny Beverly Hills to work the case like only he can.","39.809","He's been chased, thrown through a window and arrested. Eddie Murphy is a Detroit cop on vacation in Beverly Hills.","Comedy, Crime, Action","Paramount Pictures, Eddie Murphy Productions, Don Simpson/Jerry Bruckheimer Films","United States of America","English","Barry Shade, Bronson Pinchot, Michael Gregory, Rick Overton, Steven Berkoff, Philip Levien, Paul Drake, Stephen Elliott, Thomas J. Hageboeck, Israel Juarbe, Chip Heller, Douglas Warhit, Jonathan Banks, John Ashton, Anthony De Fonte, Paul Reiser, Lisa Eilbacher, Alice Cadogan, Michael Champion, Dennis Madden, Mark E. Corry, Nicholas Shields, Carl Weintraub, John Achorn, Ronny Cox, James Russo, David Wells, Farrell Mayer, Rex Ryon, Martin Brest, Sally Kishbaugh, Joel Bailey, John Pettis, Frank Pesce, Danny Nero, Darwyn Carson, Gilbert R. Hill, Gerald Berns, Mike Pniewski, Scott Murphy, Paul LeClair, Art Kimbro, Michael Harrington, Bob Davis, Peter Eastman, David Patrick Kelly, Judge Reinhold, William Wallace, Earl Jolly Brown, Randy Vasquez, Gene Borkan, Tom Everett, Jack Heller, Donald Chaffin, Eddie Murphy, Damon Wayans, Karen Mayo-Chandler, Chuck Adamson","Martin Brest","Bruce Surtees","Danilo Bach, Daniel Petrie Jr.","Jerry Bruckheimer, Eddie Murphy, Mike Moder, Don Simpson","Harold Faltermeyer, Keith Forsey","7.4","219998.0","/eBJEvKkhQ0tUt1dBAcTEYW6kCle.jpg"
"91","Land Without Bread","7.1","150.0","Released","1933-12-01","0.0","29.0","0.0","tt0023037","es","Las Hurdes","An exploration —manipulated and staged— of life in Las Hurdes, in the province of Cáceres, in Extremadura, Spain, as it was in 1932. Insalubrity, misery and lack of opportunities provoke the emigration of young people and the solitude of those who remain in the desolation of one of the poorest and least developed Spanish regions at that time. (Silent short, voiced in 1937 and 1996.)","7.709","","Documentary","Ramón Acín","France, Spain","Français, No Language","Alexandre O'Neill, Abel Jacquin, Francisco Rabal","Luis Buñuel","Eli Lotar","Pierre Unik, Maurice Legendre, Luis Buñuel, Rafael Sánchez Ventura","Luis Buñuel, Ramón Acín","Darius Milhaud","7.3","6383.0","/iQM715v277SIw66Y1bJ1KiK5WNx.jpg"
"92","Megacities","6.861","18.0","Released","1998-08-12","0.0","94.0","0.0","tt0169024","en","Megacities","Megacities is a documentary about the slums of five different metropolitan cities.","3.349","","Documentary","Lotus-Film, Fama Film AG","Austria, Switzerland","Español, हिन्दी, English, Pусский","Shankar Loutakke","Michael Glawogger","Wolfgang Thaler","Michael Glawogger","Erich Lackner, Rolf Schmid","","7.4","1044.0","/qO48XLCG58cICOgAR57ao0PrJ6A.jpg"
"93","Anatomy of a Murder","7.8","952.0","Released","1959-07-01","8000000.0","161.0","2000000.0","tt0052561","en","Anatomy of a Murder","Semi-retired Michigan lawyer Paul Biegler takes the case of Army Lt. Manion, who murdered a local innkeeper after his wife claimed that he raped her. Over the course of an extensive trial, Biegler parries with District Attorney Lodwick and out-of-town prosecutor Claude Dancer to set his client free, but his case rests on the victim's mysterious business partner, who's hiding a dark secret.","14.877","No search of human emotions has ever probed so deeply, so truthfully as… Anatomy of a Murder.","Crime, Drama, Mystery","Columbia Pictures, Otto Preminger Films","United States of America","English","James Stewart, Joseph Kearns, George C. Scott, Agnes Rodgers Brown, Orson Bean, Don Ross, Irv Kupcinet, Ben Gazzara, James Waters, Lee Remick, Russ Brown, Ken Lynch, John Qualen, Lloyd Le Vasseur, Ned Wever, Murray Hamilton, Duke Ellington, Alexander Campbell, Brooks West, Kathryn Grant, Arthur O'Connell, Howard McNear, Royal Beal, Eve Arden, Chuck Ramsay, Joseph N. Welch, Jimmy Conlin","Otto Preminger","Sam Leavitt","John D. Voelker, Wendell Mayes","Otto Preminger","Duke Ellington","8.0","73417.0","/zMxLbSPpToTCc6yK2Gddhx6nHNN.jpg"
"94","Kunstgriff","7.5","4.0","Released","2002-01-01","0.0","6.0","0.0","tt0436488","de","Kunstgriff","Kunstgriff is a brilliantly filmed black and white short film. Andre F. Nebe gives proof of his storytelling abilities in this 6 minute film.","1.376","","Comedy","Hamburger Filmschule","Germany","No Language","Ursula Buschhorn, Hans-Werner Meyer","André F. Nebe","Sven O. Hill","Katrin Lehnert","Raoul B. Reinert","","6.8","36.0","/82CFTXepfmETr2C4n7ZlrpLyjAx.jpg"
"95","Armageddon","6.8","7862.0","Released","1998-07-01","553799566.0","151.0","140000000.0","tt0120591","en","Armageddon","When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.","36.117","No more taxes...ever.","Action, Thriller, Science Fiction, Adventure","Touchstone Pictures, Jerry Bruckheimer Films, Valhalla Motion Pictures","United States of America","English, Pусский","Keith David, Albert Wong, Peter White, Christopher J. Worret, Patrick Richwood, Grace Zabriskie, Owen Wilson, Billy Bob Thornton, Mark Curry, J. Patrick McCormack, Kathleen Matthews, Michael Tuck, Dwight Hicks, John Mahon, Layla Roberts, Joseph Patrick Kelly, Sage Allen, Adam C. Smith, Steve Buscemi, Liv Tyler, Ken Hudson Campbell, Christian Clemenson, J.C. Hayward, Brian Mulligan, Jessica Steen, Eddie Griffin, Michael Kaplan, Jeff Austin, Dyllan Christopher, Frank Van Keeken, Peter Murnik, Rudy Mettia, Ruben Olague, Billy Devlin, Jim Ishida, Deborah Nishimura, Mark Boone Junior, Vic Manni, Wolfgang Muser, Michael Bay, Lawrence Tierney, Matt Malloy, Ian Quinn, Greg Collins, Andrew Glassman, Scarlet Forge, Stanley Anderson, Michael Taliferro, James Harper, Fritz Mashimo, Duke Valenti, Andy Milder, Dina Morrone, Marshall R. Teague, Brian Brophy, Charles Stewart, Brian Hayes Currie, Jim Maniaci, William Fichtner, Jim Fitzpatrick, Seiko Matsuda, Victor Vinson, K.C. Leomiti, Ben Affleck, Ellen Cleghorne, Chris Ellis, Googy Gress, Bodhi Elfman, Odile Corso, Jason Isaacs, Will Patton, Udo Kier, Shawnee Smith, John Aylward, Anne Varèze, Alexander Johnson, Franky, Joe Allen, Charlton Heston, John H. Johnson, Judith Hoag, Michael Clarke Duncan, Bruce Willis, Kathy Neff, Harry Humphries, Andy Ryan, Peter Stormare, Steven Ford, Clark Heathcliffe Brolly, Patrick Lander, Anthony Guidera, H. Richard Greene, Grayson McCouch, Frederick Weller","Michael Bay","John Schwartzman","Shane Salerno, Robert Roy Pool, Tony Gilroy, Jonathan Hensleigh, J.J. Abrams","Jerry Bruckheimer, Jim Van Wyck, Jonathan Hensleigh, Chad Oman, Gale Anne Hurd, Michael Bay","Trevor Rabin","6.7","458779.0","/eTM3qtGhDU8cvjpoa6KEt5E2auU.jpg"
"96","Beverly Hills Cop II","6.5","2502.0","Released","1987-05-18","299965036.0","103.0","28000000.0","tt0092644","en","Beverly Hills Cop II","Axel Foley returns to the land of sunshine and palm trees to investigate the near-fatal shooting of police Captain Andrew Bogomil. With the help of Sgt. Taggart and Det. Rosewood, they soon uncover that the shooting is associated with a series of ""alphabet"" robberies masterminded by a heartless weapons kingpin—and the chase is on.","29.311","Axel Foley is back. Back where he doesn't belong.","Action, Comedy, Crime","Eddie Murphy Productions, Paramount Pictures, Don Simpson/Jerry Bruckheimer Films","United States of America","English","Dayna O'Brien, Everett Sherman Jr., Alana Soares, Eugene Butler, Michael DeMarlo, Richard Tienken, Carl Bringas, Todd Susman, Uncle Ray Murphy, Tom Bower, Richmond Harrison, John Ashton, Dean Stockwell, Joe Duquette, Paul Reiser, Michael Francis Kelly, Chris Rock, Sheri Levinsky, Teal Roberts, Ed Pansullo, Ritch Shydner, Venice Kong, Marlenne Kingsland, Gary Carlos Cervantes, Monet Swann, Susan Lentini, Paul Guilfoyle, Rudy Ramos, Leilani Soares, Tommy Lister Jr., Ronny Cox, Kari Whitman, Kymberly Paige, Darryl Henriques, Sam Sako, Danny Nero, Frank Pesce, Carrie Leigh, Peggy McIntaggart, Gilbert R. Hill, Ola Ray, Eugene Mounts, Brian O'Connor, Glenn Withrow, Kopi Sotiropulos, Dana Gladstone, William Lamar, Allen Garfield, Luann Lee, Pamela Santini, Gilbert Gottfried, Anne Lammot, Sarah Quick, Devin Bartlett, Judge Reinhold, John Lisbon Wood, Christopher R. Adams, Anthony D'Andrea, Catrin Cole, Rebecca Ferratti, Jürgen Prochnow, Robert Pastorelli, Hugh Hefner, Brigitte Nielsen, Larry Carroll, Kymberly Herrin, John Hostetter, Eddie Murphy, Valerie Wildman, Vic Manni, Michael Hehr, Natalie Smith, Stephen Liska, Bo Dietl, Alice Adair, Robert Ridgely","Tony Scott","Jeffrey L. Kimball","Larry Ferguson, Robert D. Wachs, Eddie Murphy, Danilo Bach, Warren Skaaren, Daniel Petrie Jr.","Robert D. Wachs, Eddie Murphy, Richard Tienken, Jerry Bruckheimer, Don Simpson","Harold Faltermeyer","6.6","141219.0","/egDakU8O5yUwpUJP9IMAUVtIDll.jpg"
"97","Tron","6.653","2268.0","Released","1982-07-09","33000000.0","96.0","17000000.0","tt0084827","en","Tron","When brilliant video game maker Flynn hacks the mainframe of his ex-employer, he is beamed inside an astonishing digital world...and becomes part of the very game he is designing. In his mission through cyberspace, Flynn matches wits with a maniacal Master Control Program and teams up with Tron, a security measure created to bring balance to the digital environment.","23.347","Journey now into a startling new dimension where energy lives and breathes. A world inside the computer where man has never been. Never before now.","Science Fiction, Action, Adventure","Lisberger/Kushner Productions, Walt Disney Productions","United States of America","English","Jeff Bridges, Peter Jurasik, Cindy Morgan, David Warner, Tony Stephano, Craig Chudy, Dan Shor, Bruce Boxleitner, Jackson Bostwick, Vince Deadrick Jr., Barnard Hughes, Sam Schatz, Michael Dudikoff","Steven Lisberger","Bruce Logan","Steven Lisberger, Bonnie MacBird","Ron Miller, Donald Kushner, Harrison Ellenshaw","Wendy Carlos","6.7","131588.0","/zwSFEczP7AzqugAHHIX3zHniT0t.jpg"
"98","Gladiator","8.2","18612.0","Released","2000-05-04","465361176.0","155.0","103000000.0","tt0172495","en","Gladiator","In the year 180, the death of Emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals, as well as a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is sentenced to execution. He escapes but is captured by slave traders. Renamed ""Spaniard"" and forced to become a gladiator, Maximus must battle to the death against other men for the amusement of paying audiences.","599.32","What we do in life echoes in eternity.","Action, Drama, Adventure","Universal Pictures, Scott Free Productions, Red Wagon Entertainment, Mill Film, DreamWorks Pictures","United Kingdom, United States of America","English","Spencer Treat Clark, Giannina Facio, Malcolm Ellul, Antone Pagán, Paul Woodadge, Oliver Reed, Joaquin Phoenix, Al Hunter Ashton, Sven-Ole Thorsen, Mark Lewis, Russell Crowe, Michael Yale, Alun Raglan, Ray Calleja, Steve Saunders, Brian Smyj, Neil Roche, Tommy Flanagan, Paul Sacks, Derek Jacobi, Nicholas McGaughey, Richard Harris, Allan Corduner, Ralf Moeller, Connie Nielsen, David Schofield, Tony Curran, Ray Mangion, Omid Djalili, David Hemmings, João Costa Menezes, David J. Nicholls, Giorgio Cantarini, Tomas Arana, Chris Kell, David Bailie, John Quinn, Mike Mitchell, Norman Campbell Rees, Djimon Hounsou, Tony Tomlinson, Richard Stride, Billy Dowd, John Shrapnel, Chick Allan","Ridley Scott","John Mathieson","David Franzoni, John Logan, William Nicholson","Branko Lustig, Ridley Scott, David Franzoni, Walter F. Parkes, Laurie MacDonald, Douglas Wick","Hans Zimmer, Lisa Gerrard","8.5","1680918.0","/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg"
"99","All About My Mother","7.6","1871.0","Released","1999-04-16","67956089.0","101.0","8272296.0","tt0185125","es","Todo sobre mi madre","Following the tragic death of her teenage son, Manuela travels from Madrid to Barcelona in an attempt to contact the long-estranged father the boy never knew. She reunites with an old friend, an outspoken transgender sex worker, and befriends a troubled actress and a pregnant, HIV-positive nun.","16.639","Part of every woman is a mother/actress/saint/sinner. And part of every man is a woman.","Comedy, Drama","Renn Productions, France 2 Cinéma, El Deseo","Spain, France","Català, Español","Manuel Morón, Malena Gutiérrez, Carlos García Cambero, Candela Peña, Paz Sufrategui, Michel Ruben, Inma Subirà, Esther García, Agustín Almodóvar, Eloy Azorín, Patxi Freytez, José Luis Torrijo, Lola García, Rosa Manaut, Penélope Cruz, Lluís Pasqual, Fernando Fernán Gómez, Cayetana Guillén Cuervo, Cecilia Roth, Carlos Lozano, Carmen Balagué, Carme Fortuny, Fito Páez, Yael Barnatán, Daniel Lanchas, Juan José Otegui, Alexia Pardo, Juan Marquez, Toni Cantó, Fernando Guillén, Marisa Paredes, Rosa María Sardà, Antonia San Juan","Pedro Almodóvar","Affonso Beato","Pedro Almodóvar","Agustín Almodóvar","Alberto Iglesias","7.8","104864.0","/hjQhzhkGYXPNM96k0mOgob6HMmn.jpg"
"100","Lock, Stock and Two Smoking Barrels","8.1","6541.0","Released","1998-08-28","28356188.0","105.0","1350000.0","tt0120735","en","Lock, Stock and Two Smoking Barrels","A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.","14.17","A Disgrace to Criminals Everywhere.","Comedy, Crime","Summit Entertainment, The Steve Tisch Company, SKA Films, PolyGram Filmed Entertainment, Handmade Films","United Kingdom, United States of America","English","Jason Flemyng, Vinnie Jones, Jason Statham, Elwin 'Chopper' David, Suzy Ratner, Rob Brydon, Alex Hall, Sydney Golder, Lenny McLean, Peter McNicholl, Mark Mooney, Dexter Fletcher, Ronnie Fox, Matthew Vaughn, Tim Maurice-Jones, Steven Mackintosh, Frank Harper, Steve Sweeney, Jake Abraham, Huggy Leaver, Stephen Callender-Ferrier, Bal Jusar, P.H. Moriarty, Stephen Marcus, Graham Stevens, Vera Day, Richard Vanstone, John Houchin, Alan Ford, Jimmy Flint, Sting, Danny John-Jules, Andrew Tiernan, David Reid, Nicholas Rowe, Vas Blackwood, James Tarbuck, Charles Forbes, Tony McMahon, Derek Howard, Steve Collins, Victor McGuire, Nick Moran, Nick Marcq","Guy Ritchie","Tim Maurice-Jones","Guy Ritchie","Matthew Vaughn","David A. Hughes, John Murphy","8.1","626117.0","/wt2TRBmFmBn5M5MBcPTwovlREaB.jpg"
"101","Léon: The Professional","8.306","14729.0","Released","1994-09-14","45284974.0","111.0","16000000.0","tt0110413","en","Léon: The Professional","Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.","79.045","If you want the job done right, hire a professional.","Crime, Drama, Action","Gaumont, Les Films du Dauphin, Columbia Pictures","United States of America, France","English, Français, Italiano","David W. Butler, Junior Almeida, Marc Andréoni, Matt De Matt, Lucius Wyatt Cherokee, Crystal Blake, Arsène Jiroyan, Steve Gonnelo, Carl J. Matusovich, Natalie Portman, Sonny Zito, Gary Oldman, Danny Aiello, Michel Montanary, William James Stiggers Jr., Michael Wehrhahn, Betty Miller, George Martin, Geoffrey Bateman, Kent Broadhurst, Jeff McBride, Christophe Gautier, Michael Mundra, Tommy Hollis, Gilles Kleber, Elizabeth Regen, Samy Naceri, Peter Appel, Jernard Burks, Peter Linari, Robert LaSardo, Joseph Malerba, Alex Dezen, Didier Legros, Peter Vizard, Fred Fischer, Frank Senger, Michael Badalucco, Keith A. Glascoe, Ellen Greene, Mario Todisco, Hervé Husson, Maïwenn, Randy Pearlstein, Jean-Hugues Anglade, Willi One Blood, David Gregg, Don Creech, Stuart Rudin, Cary Wong, Eric Challier, Jean Reno, Jessie Keosian, Adam Busch, Luc Bernard","Luc Besson","Thierry Arbogast","Luc Besson","Claude Besson, Patrice Ledoux","Éric Serra","8.5","1275683.0","/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg"
"102","Open Hearts","6.9","99.0","Released","2002-09-06","0.0","113.0","0.0","tt0315543","da","Elsker dig for evigt","Cecilie and Joachim are about to get married when a freak car accident leaves Joachim disabled, throwing their lives into a spin. The driver of the other car, Marie, and her family don’t get off lightly, either. Her husband Niels works in the hospital where he meets Cecilie and falls madly in love with her.","11.77","","Drama, Romance","Zentropa Entertainments, Det Danske Filminstitut","Denmark","Dansk","Jens Basse Dam, Pelle Bang Sørensen, Hans Henrik Clemensen, Nikolaj Lie Kaas, Ida Dwinger, Niels Olsen, Birthe Neumann, Michel Castenholt, Anders Nyborg, Ronnie Lorenzen, Ulf Pilgaard, Paprika Steen, Philip Zandén, Sonja Richter, Birgitte Prins, Stine Bjerregaard, Susanne Juhász, Hanne Windfeld, Tina Gylling Mortensen, Mads Mikkelsen","Susanne Bier","Morten Søborg","Anders Thomas Jensen","Sisse Graum Jørgensen, Peter Aalbæk Jensen, Vibeke Windeløv, Jonas Frederiksen","Jesper Winge Leisner","7.5","11114.0","/hOrV2fCw2kmSiS4ZMGFPfXqr3lt.jpg"
"103","Taxi Driver","8.1","12210.0","Released","1976-02-09","28579636.0","114.0","1900000.0","tt0075314","en","Taxi Driver","A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.","72.024","On every street in every city, there's a nobody who dreams of being a somebody.","Crime, Drama","Italo/Judeo Productions, Bill/Phillips, Columbia Pictures","United States of America","English, Español","Antone Pagán, Billie Perkins, Cooper Cunningham, Ralph S. Singleton, Norman Matlock, Harry Cohn, Annie Gagen, William Donovan, Cybill Shepherd, Richard Higgs, Trent Gough, Murray Moston, Steven Prince, Harlan Cary Poe, Robert De Niro, Garth Avery, Harry Fischler, Frankie Verroca, Jodie Foster, Mary-Pat Green, Albert Brooks, Michael Phillips, Diahnne Abbott, Gino Ardito, Joe Spinell, Gene Palma, Frank Adu, Martin Scorsese, Maria Turner, Robert P. Cohen, Debbi Morgan, Victor Argo, Carson Grant, Robert John Keiber, James Mapes, Bob Maroff, Beau Kayser, Nat Grant, David Nichols, Victor Magnotta, Peter Savage, Harry Northup, Tommy Ardolino, Bill Minkin, Brenda Dickson, Peter Boyle, Harvey Keitel, Nicholas Shields, Jean Elliott, Joseph Bergmann, Robin Utt, Leonard Harris","Martin Scorsese","Michael Chapman","Paul Schrader","Julia Phillips, Michael Phillips","Bernard Herrmann","8.2","950764.0","/ekstpH614fwDX8DUln1a2Opz0N8.jpg"
"104","Run Lola Run","7.3","2226.0","Released","1998-08-20","7656558.0","81.0","1530000.0","tt0130827","de","Lola rennt","Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.","23.456","Every second of every day you're faced with a decision that can change your life.","Action, Drama, Thriller","X Filme Creative Pool, WDR","Germany","Deutsch, English, 日本語","Dora Raddy, Andreas Petri, Sebastian Schipper, Monica Bleibtreu, Utz Krause, Marc Bischoff, Klaus Müller, Hans Paetsch, Ludger Pistor, Heino Ferch, Beate Finckh, Herbert Knaup, Ute Lubosch, Julia Lindig, Armin Rohde, Moritz Bleibtreu, Lars Rudolph, Nina Petri, Joachim Król, Suzanne von Borsody, Volkhart Buff, Peter Pauli, Franka Potente","Tom Tykwer","Frank Griebe","Tom Tykwer","Gebhard Henke, Andreas Schreitmüller, Maria Köpf, Stefan Arndt","Tom Tykwer, Reinhold Heil, Johnny Klimek","7.6","210621.0","/v0giIi4bTILVhNhJajet3WWY3FA.jpg"
"105","Back to the Future","8.3","19858.0","Released","1985-07-03","381109762.0","116.0","19000000.0","tt0088763","en","Back to the Future","Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.","79.727","He was never in time for his classes. He wasn't in time for his dinner. Then one day...he wasn't in his time at all.","Adventure, Comedy, Science Fiction","Universal Pictures, Amblin Entertainment","United States of America","English","Sachi Parker, Harry Waters, Jr., Thomas F. Wilson, J.J. Cohen, Paul Hanson, Robert DeLapp, Casey Siemaszko, Ivy Bethune, Courtney Gains, Karen Petrasek, Charles L. Campbell, Lisa Freeman, Christopher Lloyd, Granville 'Danny' Young, Tony Pope, Marc McClure, Tom Tangen, Claudia Wells, Michael J. Fox, Wendie Jo Sperber, Lee Brownfield, Jeff O'Haco, Norman Alden, James Tolkan, Read Morgan, George DiCenzo, Elsa Raven, Frances Lee McCain, Gary Riley, Huey Lewis, Deborah Harmon, Arthur Tovey, Jason Marin, Jason Hervey, Johnny Green, Tommy Thomas, Tom Willett, Richard L. Duran, George Buck Flower, Billy Zane, Robert Krantz, Crispin Glover, Maia Brewton, Jamie Abbott, David Harold Brown, Cristen Kauffman, Lea Thompson, Will Hare, Hal Gausman, Lloyd L. Tolbert, Katherine Britton, Donald Fullilove","Robert Zemeckis","Dean Cundey","Bob Gale, Robert Zemeckis","Bob Gale, Frank Marshall, Steven Spielberg, Kathleen Kennedy, Neil Canton","Alan Silvestri","8.5","1343743.0","/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg"
